"","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"31426_at",7.66338020236849,7.46327913514142,8.06685340106092,8.04717300109122,7.4659499841769,7.91007903247742,7.63670436530173,7.23036635274286,7.14732705268639,8.18346170179691,7.63222458494942,7.66753736706067,6.63033411549351,7.47718350204897,8.02510633283538,7.69874633245145,8.18991842981842,7.51603091063084,7.70391049282875,7.26019506479553,7.89587212137154,7.47502001210901,7.48311440865776,7.76517668018469,6.91491128351024,8.040695207942
"31428_at",9.91266632982384,9.73425743719121,10.169561777283,10.3730935231372,10.0151501855066,9.89594177881712,10.3061528521114,9.517917360785,8.88149332581924,10.4039493642329,9.97296543082034,10.0611686475523,9.52306398352096,9.42778423608194,10.4342633380972,9.82753801461245,9.92497131005988,10.3040432400076,10.0739808569627,9.45778510540059,10.0276572346,10.5549724961529,10.2610253509343,9.76819921490119,9.39338831217096,9.62423434944735
"31429_at",6.32113980740065,4.38045933342097,5.08619356006626,6.01932162256774,5.4024459157657,4.69003150582968,6.59198004679946,5.07913913562682,4.23052583099643,5.63402978716723,5.12095321449006,4.82412628646422,5.36358812254407,5.3942363044914,5.21478925590735,4.64008294031606,3.54078364245324,6.0812011295802,6.96397112078531,2.7099985737866,4.68883496304123,6.47944723379733,4.68020056334695,6.13956567695929,5.27530509419877,5.62847324544869
"31430_at",5.81448120935289,5.51737333956933,5.3260626993313,5.3091798262326,4.99675931599853,5.0858792511214,5.71330264886872,5.04217591073508,5.09258802389702,5.00023892658059,5.44666978730701,4.72236219040968,5.56617888869833,4.19005379083843,4.74645788865715,4.91459800740672,5.05444043694559,5.4588445846477,5.66976663748414,1.76566203736853,5.28791180392801,5.20090056621983,4.67775064427825,4.35078717136564,5.71476204741239,5.64436681344414
"31431_at",8.32732359104438,9.34342558936872,7.5625019333209,7.45773381391731,9.13395133352832,8.64114137036725,7.36782533122412,8.74329952788826,8.37012939871038,6.65168318063211,8.84015791923767,7.98039666869842,7.47067514114337,7.80165016500165,7.930494897125,9.61495272640554,7.10226969347858,6.38984727029688,7.08046580284346,8.51242838823643,6.77730134917104,6.64849420460347,8.72915506364399,7.633198686374,9.01092246788263,7.90704687910608
"31432_g_at",9.5289892835841,10.1845034663652,8.84176560340923,9.04878382881004,10.4974626758475,9.93833872737476,8.7810416297824,9.82764756739539,9.65089018642578,8.10643731254996,10.1110182671272,9.45753068173297,9.26252242124959,9.05197563630978,9.24455887715977,10.6273332428925,8.57780644747015,7.87841269098741,8.67526550237103,9.88975491120183,7.71350336936203,7.47904458489764,10.0501479456549,9.71389510631881,10.0306947209744,8.92136789352703
"31433_at",6.65748280918917,5.80380306933379,6.79864676080604,6.33342910088426,6.3864609194377,6.6369058824094,5.87850465404831,5.78716078430962,6.48000493517358,7.12376964437413,6.41632464296066,5.76002129773022,5.90374449704001,6.08571145006833,6.62799926550314,5.93159087667951,6.74966834090396,6.38162254595666,6.63515217545873,5.84987169237162,6.69848242947939,6.21401403383566,6.05390199475507,6.29684647875668,6.1865520589098,6.66216276516285
"31434_at",7.55533302896206,7.24105838487285,7.92871970192353,6.88681837197377,7.10133491431944,6.82383850714157,7.86042280319281,6.938085795833,7.66050939333484,7.18470677075305,7.90683048206277,7.76183708378622,4.94883442557869,6.63879210889124,5.94580899977724,7.70274064555048,8.09968970307989,7.26096656451949,7.58794249346238,7.13757524686256,7.93900907552643,7.18019760017306,7.74703151605038,6.02010878245397,6.5370941253576,7.9586687063493
"31436_s_at",8.47312530828275,8.11786124220233,8.68121732472907,8.48743811292871,8.15120431811009,8.32756611665685,8.60988051892047,7.87056816223137,7.67243948597119,8.45444324745391,8.52348354658712,8.0067636600451,7.93054811924786,8.00221306404361,8.41129488534587,8.09039298994794,8.65416340584758,8.40937396315503,8.16304580630487,7.8473956583525,8.28428277120013,8.40456682413567,8.3498296693967,7.93949106324849,8.13999637052384,8.31664357448243
"31437_r_at",6.21452506660476,5.41863523877297,6.01986867750447,5.86899042224948,5.87006135180938,6.01821576039201,6.26343259482153,3.62767687016971,4.31262887340765,5.96769199687595,6.13621599984608,5.67245645858779,5.1679640085357,5.14898289834745,5.63300391869871,5.15989554963883,5.70013450036789,6.0143061905157,6.1315400986686,5.14111393709615,5.13100086189485,6.13844179006958,5.8693186948289,5.78068279961689,5.48697174437041,5.08981167243552
"31438_s_at",7.06019873762013,7.9175809343747,6.44256370199509,6.9524966525211,6.58817342976042,7.25936665465885,6.68094316504402,6.30828623654736,6.12798194391491,7.1501026695368,7.31813604115417,6.93734439215023,5.99244668840026,6.80504734173783,7.22512065568444,8.16496222054794,7.33646192818282,7.4373858912818,5.80604301901164,6.52462633499239,7.28643762827627,7.16990496387204,8.30664958751183,7.43237486379656,8.10283131995074,8.43671570575326
"31439_f_at",6.62545607536105,7.03734927335398,7.23457795978457,6.98805976225316,6.83789279712657,6.76213616990111,6.85191141353842,7.04835608551088,7.12010306395952,7.3772712741641,6.82677726660172,6.71276083908698,6.6352305502995,6.52643037937063,6.90919706299169,7.02408692477182,7.17581398930374,6.62359767721886,7.10339272787252,6.90147031982427,7.01617313926656,7.10175511472169,6.69087799146557,6.68511319229845,7.03246455752609,6.8069297796331
"31440_at",9.44076122092198,9.26890452909872,9.80933726519003,9.57571697289074,9.16211182672828,9.42925608238887,9.43896230503495,8.89975568612361,8.89384755813292,9.68720769461085,9.29281395188275,9.38649842639655,9.03017052094044,9.05465315307346,9.38267373655886,9.39899801131346,9.45193021911158,9.53833639569678,9.49486958146458,9.21438226768656,9.59572928773876,9.48951684500145,9.30029535479119,9.28662706474917,9.07404510142413,9.42921004451788
"31441_at",6.5298303146479,5.76710123525171,6.13807311189457,5.99383057733201,5.64459754451389,5.32900516124044,6.57620617366755,5.5932342386847,5.26923142856834,5.76849665429628,5.61378504523403,5.79306872221351,5.92218595277476,5.50209505603022,5.64206902683184,5.21058757981911,6.17168321609016,6.45435029604982,6.62345282339774,5.57979864104128,5.75530956230298,6.52804771559135,5.81457349409356,6.05817576967347,5.92544406391769,5.78172427584224
"31443_at",7.96627471760711,7.73165844875181,8.05678942717785,7.84317989025717,7.75085434627122,7.78004757606187,8.19388999224236,7.41187532313033,7.48612707276365,7.74568104592027,7.75163778101265,7.59148494634413,7.32163050834551,7.15614376682803,7.81546015210369,7.62334746602835,7.61445955898072,8.06511989062899,7.97207225365221,7.14664504046203,7.61156340129795,8.20267238453378,7.6271325734042,7.49721315837685,7.76652890859886,7.86827932026199
"31444_s_at",11.9205166195509,12.1217763203544,11.7983462382366,11.5725107596749,12.24342690907,12.5754281569303,12.2419384743007,11.6520293061383,12.2932129751442,11.4900435838469,12.3084414259958,11.9060149446497,12.1305062127958,12.2466604465422,11.7923673453758,12.2151264640546,12.2005676174887,11.9036371089621,12.1522563177378,12.1645078682881,11.6399737274536,11.6226741678349,12.032100843167,12.5101855895461,12.0610572356211,11.797385928569
"31445_at",6.87096879871245,7.72933523501314,6.59116476072701,6.56490246793112,7.11223097210249,7.51730719275742,7.92700160106976,7.05728779737761,7.04149488858135,6.87270565743652,7.63239182822634,7.36185606924323,7.01436645239431,7.96120078270908,7.08842785114494,7.02831497856761,6.53669948069099,7.06354608445538,6.93123391759678,6.51778747566434,5.92641698037124,6.74915879631265,7.03156061323531,6.86504036345412,6.70973175942069,6.12666111391492
"31446_s_at",6.93255729599699,6.85498055389183,7.12453492852952,6.76374352611568,6.5804711396903,6.87809997272466,7.23237295646863,6.15094548092221,6.59368093998434,7.18866796306029,6.76081972695738,6.61640916208332,5.29366843971151,6.69263642280028,6.92924657109064,6.72917206190423,6.52772251700821,6.69760703721467,7.25182322037994,6.19387028477446,6.41735972084617,6.99542798583254,6.42041502895372,6.21352809336584,6.44675579235834,7.19960364343675
"31449_at",6.40306828119166,6.50535267614444,6.13468095139303,6.33500975459559,5.99815487599996,5.6646278990164,6.40654517342795,5.96378852324922,6.05256587725067,6.47428839146752,5.92354617606265,6.04178397905247,5.06855903615929,5.70939265756803,6.11273557424422,6.67328787229444,6.14950936002708,6.67284960165427,6.6555092569817,5.77216806983415,6.74103546167172,6.94465935889218,5.66022413761901,5.28283638042664,6.3822055302868,6.78339117107308
"31450_s_at",5.63203550398342,4.38663163288623,4.56884080909938,5.41335374860665,4.09125976619268,3.80447696831164,5.46602342391226,4.36390695830882,3.48847644745598,5.16724952883628,4.8450182752626,3.97752722145342,4.74903004077748,3.43366722284637,4.33601910763747,5.03031841981686,4.2410469407705,5.26967278900346,5.29375671100833,3.71727611389796,4.50528756401361,5.27705115546039,4.04493612112532,4.64075973101586,4.29877560307654,5.04587539991837
"31451_at",8.38848231804364,8.11801703687729,8.38468447372048,8.43866296052027,8.34531209506841,7.7537315473231,8.63409950812174,8.36088657947287,8.03417168710747,8.41787360676448,8.54205293100902,7.81314626570519,7.73847737738144,8.03318620391132,8.1551015581257,8.42486751596251,8.25897581884913,8.68848461875398,8.86756292573029,8.46875028593715,8.42289733527393,9.07296327155522,7.83759639850893,7.89929045167266,7.90560361866787,8.81771917819501
"31452_at",6.05453160484086,5.47367977681667,5.22769487436149,5.22194666276113,6.06271752969708,5.06728591553114,5.71802728769501,4.55756326039494,5.22212446737522,4.997947208236,4.74801568918181,5.152219932247,5.29442592596146,5.27853123185371,5.36213319724378,5.64232034503685,5.1606822464691,6.33529208728881,6.00890141240374,4.68015554489606,5.07239311006184,5.75890808239781,5.3108672188194,5.65378233059105,6.20801775489589,5.24204605030341
"31453_s_at",6.42647107888977,6.10028177471378,5.80672875959478,5.85594984330384,5.45548175713732,4.86167255232324,5.81361190506726,4.85614910231841,5.21810692610655,6.53291691839351,5.17032168803665,5.4028756323679,5.50963250889091,4.8878761538891,5.56901404392183,5.23554709461462,6.28462887505406,6.40495590104454,6.25155057901326,4.95457322339978,5.88069531949156,6.18984827422002,5.49805615439424,4.69034445607587,5.17116278354688,5.73337332331843
"31454_f_at",6.18837718545922,4.02832160975291,5.41516372957243,5.60354029993971,4.46702509498414,4.75381844317354,5.87175249174202,5.02093328314175,5.47412774214181,5.74722356980462,4.83046323416003,5.25643704801659,5.42312095379174,5.31995385922744,5.51264408242061,4.14917805713085,5.47571722081869,6.06537843426689,6.37865553877777,4.89887584366333,4.94013385478112,5.79236864694734,3.78359285007755,4.93810697319789,5.06042357702982,6.03162456937541
"31455_r_at",5.49166072416579,1.77137853948453,4.60507943418505,5.01612632779374,4.7534012953502,1.94195514732699,5.59100913083957,3.9643524208596,3.29391337926007,4.42412260830699,4.05829917621867,4.5718224068332,5.36489455153573,4.19762953483036,4.43667490179788,4.57258654938577,4.5181826049785,5.67245080107111,5.53886403684752,1.1823490605119,4.45820480638344,5.86865466776572,4.6116622464928,4.764664623775,4.71056952303405,4.577374442695
"31457_at",8.79738592856897,8.15945259178835,8.85452558561636,8.894520707278,8.70172231410271,8.70207915828576,9.0582867277915,8.04293429172295,8.28530973544667,8.72106500121584,8.62776002880211,8.36591995228014,8.70117128419862,8.69164931351736,8.80340142044266,8.61450741096651,8.53212211376423,8.90846768099805,8.93371720737735,8.49992559178977,8.63606628378234,9.12655993801433,8.72005610558677,8.84977726044332,8.40073003704857,8.78102523181239
"31458_at",6.52426118005036,6.9787333361506,7.46508474587225,7.12896352766972,7.04809447297243,6.55578855221389,7.49623063819154,6.37713069182231,7.1817784071861,7.58397782596131,6.47921600740336,7.24170673572692,7.03757989809696,6.82255171172852,6.40640061182426,6.65513712587521,7.01299319600942,6.96228294654467,6.21460860227611,6.85438220971802,7.43346860211387,7.03311460627919,7.14121818552591,7.22009774278459,6.99195260621337,7.10588756184863
"31461_at",5.87625416796337,2.07446090805174,5.94539701387236,5.66021843192935,4.775097963112,4.89554014229399,6.04483778915107,4.38474749342732,4.77852400001357,6.19824661119522,4.58517888874859,5.04272750007761,5.37698141656322,3.55452745909307,5.60378951977288,5.18874509830219,5.05107622318365,5.89038102569977,5.62020222708707,5.00420922814363,5.61665469879271,6.23926627734621,5.40783198350751,5.88186280499195,4.9620075636635,5.06486992106227
"31463_s_at",9.15441814867528,9.76519989087128,8.95535639892451,9.50147497323322,10.1544004263464,9.850177459316,8.57318136035437,11.1783785241833,10.4897676970083,8.98980886920716,10.9804252315438,10.5354503559736,9.83103958399979,10.7997753888533,10.0710332444568,10.5910828326626,9.55165251350005,8.69762441127478,9.96692356378836,11.1022710059448,8.92479172389793,7.92336908673611,9.99193277140037,10.0755460012774,9.65394852616241,9.19690452600014
"31465_g_at",5.3350294124587,3.8487781547998,4.06994271030341,4.69418374333315,4.08257486633952,4.68820274313074,4.55410992021998,3.95957543387163,2.68690610558986,4.35665796048219,4.47485133427315,3.23270066056933,4.7183725867428,3.85402557829829,4.66279795415096,0.786713445432828,4.16604856653669,4.90821246030054,4.23767078458738,1.04944954827066,4.27466421765855,4.96809536128722,4.17755109381849,3.4243577954487,4.33397465787657,4.33263633409515
"31466_at",7.82439873256582,7.67172504061478,7.87245942172319,7.45124408734212,7.3395115532405,7.51124663362377,7.58917172886478,7.45462008535981,7.57883307255957,7.64125699872677,7.60044074223143,7.53074965571483,7.27381424458704,7.71337964085256,7.58917922099089,7.45323770478938,7.83232041685226,7.61620329072043,7.89765792370748,7.32306377011861,7.6669553747502,7.54575219569108,7.44866973148907,7.42545091229492,7.55272288540791,8.1275559019872
"31467_at",3.68032435684402,3.90671746181538,4.18313711286916,4.73926485957932,3.78225128581961,3.8585778489074,4.19031459670042,4.1636838877332,5.95893081147633,4.38417417169683,4.1097700728712,4.22526721655211,3.69042827050887,2.6915185319161,4.73378816862518,4.07108474536858,4.86024276004665,3.02507310262687,4.53834570868408,4.16720536398541,3.95414977108653,4.57091825532866,0.183098991212358,4.43650834307179,3.495362588203,4.23480019050926
"31468_f_at",8.61293482657272,7.97927655935975,9.54000788973428,9.29540850257246,9.27854935152012,9.12573632939501,8.62659245140421,7.04733116532324,9.06058515871461,9.23383055364548,9.51770875171797,9.39945097343895,9.42539216363488,10.2216233694285,8.61815421199547,9.21178611016554,10.151079980551,7.41196851036013,9.48796862486451,9.12242424248385,7.51371180713782,7.93068412242011,7.47076460682039,10.6569700167558,8.35843582439979,7.9933573506123
"31471_at",7.60283988040653,7.41490505830359,8.11726906895455,8.07886063656237,7.63515217545873,7.86293485368039,8.11728985107845,7.33865616872784,7.34912638930447,8.14947277816785,7.33472021685999,7.29572302453997,7.63162816848465,7.54177036119057,7.97540090683707,7.62130464685098,7.68097831663326,8.05812164066533,7.41218874716055,7.43945691887603,7.96904685439772,7.77962743990342,7.72671543719943,7.94373968928211,7.75775001312174,7.7906156679313
"31472_s_at",4.77749862101748,6.609935169621,5.89895563172227,5.45865760188322,7.69453201009184,7.4638431205304,5.48652453224605,6.59445748252317,6.60854019043991,5.06094662544774,6.60137858942351,8.19003699490569,6.55878956744354,5.92018132977134,6.52313535706631,7.4353952372578,4.79112120285905,5.61776570776165,4.8437678254854,4.80895130801648,6.48286925232074,6.21519127473279,6.51454995426961,5.92959928829813,6.90479716969839,6.51478505310431
"31474_r_at",6.02696157904099,5.13453310650664,6.08616170754815,6.06519745858547,5.90680643594312,5.78243739757067,6.00196433409429,4.83346697679626,5.64169052255661,6.31660737429698,5.87058912135897,5.76312470673108,5.69952109485874,5.0416109697459,6.21483781485384,5.01832260097051,6.01434190156244,5.98593982068347,6.81693244026177,5.46704466469022,5.9731359619117,6.02046442005419,5.45189025522008,5.74239702261628,6.28419391831494,6.28039961112653
"31475_at",6.90264041331739,7.64931366857766,7.38341054022646,7.31472371186447,7.28768467953874,6.81818590116784,7.18957750090512,6.12583911250938,6.87179437529628,7.48900497161862,6.78302440972751,6.82670101086242,6.46478587321855,6.53091972422148,6.98018528606488,7.30032510195353,7.42324199597366,7.59783654512876,6.29281671207687,6.90495368012378,7.08097737415892,7.14869011066367,6.89270673270654,6.75290911975782,6.53762532683294,7.28042745136429
"31476_g_at",4.00112666545428,4.59758480501327,5.26744216217444,5.39728273134515,5.22601521640299,5.25417450605973,5.68833984088361,4.31521116424583,4.71344288119426,6.1673498984695,4.92099827610957,4.52004502403982,5.18804875388449,3.93103057691509,5.24722497772676,5.35297739815056,4.34150192221012,4.94406193325316,4.69911849248885,3.73629097653043,4.70509321973489,5.52571811400169,4.75802062346251,3.95879628558935,4.47240978583928,4.74553853454927
"31478_at",7.82422686835251,7.46716533867893,8.15978053493237,7.80624671283784,7.43959820597578,7.7072348754825,7.9147917205054,7.52563042626338,7.52085436369352,8.084819015353,7.53504203779922,7.66967169429622,7.37020788164153,7.55539438727663,7.58277425735243,7.71390884954377,7.75350425650482,7.83131991285765,7.69246207098199,7.4921416064878,8.24977715312542,7.8371737675156,7.87884793102353,6.65453578816934,7.56320390045852,7.93686757422227
"31481_s_at",10.383283084985,11.1087400608496,10.0387955595318,10.0966229244603,10.8242825673307,11.1276655192255,9.93613732530548,11.3759625476889,10.8620948890279,9.81297465958685,10.6916039530455,10.0664256006356,10.0791380686832,11.8207932537294,10.4467421476683,10.9268889643911,11.0318528035204,10.4768778122208,10.1708889806878,11.2954532744833,10.9849453094464,9.82076772994823,11.0873832786682,11.2932589649686,10.4850544317592,11.1228409337186
"31482_at",6.43249012111318,5.95504073788881,7.2855316856848,6.81303720997542,5.78868571061353,6.45011589678713,6.66505161428921,6.05384553353041,6.10038270762228,6.72930804077657,6.59682186849511,6.39244966376322,5.19179950106508,6.16654272893016,6.57012438015902,6.50184673650681,6.8833031147161,5.97943777151872,7.58635943501117,7.02737525250397,6.55371836774658,4.91661995139685,5.68649212310996,6.46636772481984,5.60101006292635,5.81414278145654
"31483_g_at",5.9653364026065,5.34418581498602,5.59102409598137,5.12874293572244,5.4639232049253,4.89280385936085,3.89987166927115,5.52239792167096,5.78927540389942,5.18210032156267,5.54474501830503,5.50854274516769,4.56747851944892,4.96593662521497,5.41785588960719,5.76555596231052,5.80388829233782,5.39380057504463,5.87692943698087,5.4478766969307,5.65839430776633,5.31159030230033,5.66076322349375,3.51954190457844,4.83534304014581,5.75489284546854
"31484_at",7.61339904617663,6.00991369328683,7.31484151284709,7.08985827118097,7.12591968108721,6.53357269206405,7.60731551680151,7.31000376766807,6.90930508822848,7.43056963520755,7.01561576121296,7.37928305073676,7.31350889468356,6.80203808010196,6.97000232354199,7.06453799798195,7.50681930239615,7.62586953938483,7.8160364438097,7.35784227380752,7.09113914721355,7.64660190935928,6.57579032577329,6.54590660857784,7.32976943456582,7.63219549718296
"31485_at",7.93154714802917,6.71384700400041,7.11932504835861,7.44047886062066,7.12212394313065,6.76342485400242,8.09034005633474,6.39692838804598,7.16747836141156,6.40271535622131,7.12890168286279,7.16021431440777,7.87019207907845,6.928109714171,6.65882556874037,6.45384183638679,6.83837195118904,7.80663983795053,8.26046325477241,6.44168100001442,6.74258565247359,7.91935796107017,7.21383328309929,7.0964094552083,7.16707687673126,6.99498695203661
"31487_at",5.5535417504834,9.22994115136833,5.49315734412347,5.32510933418769,3.59141612739383,4.61800954495062,5.25650120864094,3.68237103620172,2.93218781747177,5.40549209330151,4.53503270346132,4.60715865982051,4.83769604569004,3.36339538544028,5.12859035707367,4.96482370712719,5.22006677834776,5.6869962808736,5.02580399046383,1.38447536669898,5.81629249958321,5.30990011879408,4.55966923298304,3.68791171696721,4.44879525532905,4.54254903615735
"31488_s_at",7.60967371374764,8.49670201186514,7.49770017638914,7.26114526779326,7.63949989380531,8.11430975748512,7.28671484394915,8.85138676081455,8.09361827321423,6.26174517266858,8.44719896787379,8.07953811722328,6.76234881564413,8.54351134962761,8.84436054322125,8.5455630173789,7.64107632534224,7.96637855260814,6.10931249663096,8.31325945863085,9.12757137786695,7.76365058735365,8.37004219044582,6.44436393388576,7.90329139459594,8.28505075033836
"31490_at",7.52760993118695,8.1873520732005,7.52736752911232,7.32757060748743,6.91509060944065,7.39708417287364,7.34854227357066,7.54295446187881,7.02895585225408,7.4732755148011,7.68008520075414,7.85665584342942,7.5805826898689,8.04410445832269,7.60068603848422,8.34991368622932,7.60456805438543,7.64559359072503,7.38786224112926,7.82399768421548,7.04226128954695,7.195652721255,7.69652248177756,7.83172526390612,8.12396617498933,7.40599235967584
"31491_s_at",4.46415199298954,4.40814119081679,4.04726790171118,3.58337466270507,3.88759350470422,4.45563627741836,4.65966772669461,5.35638330026518,4.60574321639167,4.81426841925919,4.54712280423952,3.92787749571936,3.61090081614038,4.82476276246727,5.02787061970602,5.19418163129584,4.34042696551615,4.06063541287345,3.69232675944996,4.80312885542308,4.80835930640354,4.77210735206805,4.41815620819107,3.65099426933805,4.41380391862298,4.99898975984606
"31492_at",7.63968076470699,8.88735771830276,6.72370872062794,7.74920573557658,8.58978220954623,7.91891092888435,6.94896287740785,8.68023291949085,9.15511674132601,6.31700914544771,9.14321992891849,8.94109163501891,7.85645042929592,8.9989852482589,7.70062697890137,8.69959674379904,7.81974481186369,6.67467249794188,7.73224884530819,9.47093538952653,6.28669082069893,6.63333384549917,8.14979283798931,8.72089405160597,8.20288783347014,8.45351346380844
"31495_at",7.3371758685863,7.23150921086705,6.8699084105349,7.07073278582443,6.52091877705141,6.08123309180764,7.14630900544921,6.42886429501642,6.20361228931291,7.43830948772678,6.84929875202777,6.24855570831178,6.45934636595694,6.10790124520223,6.72112653811697,7.18230495817113,6.60278347590511,7.70919412193238,7.28043673132415,5.7398211059078,6.73847062181539,7.43291766202398,6.76599877399517,5.9973804843258,6.60479782715531,7.1483443820384
"31496_g_at",5.4788521146051,6.79641605605531,4.73954570977422,5.48406721951504,5.5884747910164,4.23566579760145,5.18999451020297,6.21837627307808,5.40551591944382,5.23772813824928,4.92736079404989,4.66343571009985,5.17438644310567,4.38634192539018,5.23958898284837,6.62525295245643,4.12172828097401,5.62470920222941,5.82844879624433,4.80594245069562,5.55389189234671,6.06745802452584,4.84169139364526,4.13633085756904,5.92005982010064,6.10716475569289
"31497_at",8.98190116081225,7.51421696352014,7.93436906364041,8.53899979563342,8.52222056715203,7.64934241324873,9.39919459725019,7.20009429596052,8.13783649376609,8.13843564620531,8.87018591296402,8.3021682291516,9.25851185820183,8.0885815568547,8.18579222874886,7.86372787688677,7.88833534074085,8.87090716957184,9.22673489648684,7.25252352104063,7.18997277335963,8.96156255880295,8.45869778882009,8.69023898266198,8.12078218787129,8.00015215121913
"31498_f_at",6.78961189071508,6.55320688623026,6.87458797141851,6.85688612147126,6.83445840857032,6.54302872599982,7.07854579318971,5.65106030425794,5.67523162296913,7.58876709626629,6.29574689786018,5.92583805548184,6.39725021070829,5.9994679080932,10.1814380337787,6.02526139702222,6.20141430391408,6.73705125164133,6.52825405360115,5.81316807586193,6.91682294522435,7.13217580983722,6.34958820431509,6.45923487408065,6.74549282037276,6.81312702117542
"31499_s_at",7.53305713259152,8.54118956451893,6.76051371464509,5.85901041354595,6.04109839002415,7.03559092089988,6.22835695420105,7.27982412589712,7.2869550544525,6.02489586192013,8.37681129336746,6.54483927791142,5.33080217481875,5.59587061310739,7.88039166742512,8.25515134715091,5.89674895413103,7.4304609150908,5.67568610535474,5.1460075256221,7.45374802327651,6.98025384598826,7.34378088484548,5.55078679557091,7.93707362599612,8.14314338267907
"31500_at",4.77717245032779,6.17743548478929,5.90661164760144,6.48003241053837,6.0429813354189,5.27928184590667,7.6889985677562,5.25049550169763,6.16772722581503,5.76432226709091,6.08919727551794,5.94892784622502,6.33839410574584,4.94861953513192,5.54141261809555,5.28577579151488,5.78903799001409,5.45169247946224,5.07614432054502,5.62506295551016,5.50405146435349,6.28313281420853,6.06205477497084,6.31285210487187,5.47282241190395,5.41709300181709
"31501_at",4.61187466698011,3.98489918210244,4.52799612647747,4.68846014042449,2.90348759578244,3.5581329109111,4.34274673174677,4.16258065432163,3.91079021507836,4.85250329253355,4.73628015121619,4.62865113003689,4.38914688234496,4.45372827237068,4.78820542827643,4.05048428400379,4.46513210252258,5.11415043784596,4.56556671322179,4.56434768018203,4.62821950324555,4.95810490299438,2.92739398228708,4.55788180238419,2.92344776937541,4.74885298315192
"31502_at",7.75728999237877,7.20912189761164,7.65601720411464,7.63850107816679,7.16663511449835,7.23738206986379,7.68124544072556,6.35536871702,6.59721679811774,7.69705095678808,7.12183393960369,7.15483835726146,6.99545059931636,6.9383093190086,7.31883199757716,7.0642793036731,7.61274320032688,7.76060685569853,7.67065624911844,6.65928239338433,7.358290756804,7.87223161626521,7.34075808058257,7.29032302531973,7.0680473422931,8.13370736065839
"31503_at",7.99468154194782,8.06117134834079,8.54460129918324,7.90080644290863,7.63981097771678,8.13796453869707,8.31507255607026,8.03681649908192,8.0649421149972,8.24155420879597,8.25500023510433,8.09505938737255,7.22200271223285,7.86505273971927,8.23330809767551,8.31642183408855,7.81731626846018,8.02773463180945,7.48999242336331,7.65254385739768,8.2215001219558,8.01786624739266,8.16758373262902,7.15001125075441,7.98020813973469,8.39713552682239
"31504_at",8.27199518616814,9.66777506467783,8.37188552287395,8.24551467754912,9.35998889170172,9.44569153259545,8.50411186400883,9.8515975817138,10.0136297456386,8.28768006281858,9.91892583218909,9.12672770030445,9.43061353908618,9.98121048827169,9.12410062788105,10.0376018604355,8.58322571325425,8.24143980301434,8.76945439605627,10.3983909900407,8.05069214325882,8.08489340600147,9.30165623151454,9.28978145106132,8.95808865848008,7.52618621371354
"31505_at",12.1885363044428,11.5483788232561,11.1288836442947,11.7879719180627,11.9762669620729,11.2067335653998,10.5977360033098,11.7194915002091,12.0408924306469,11.2946092624204,12.0686439425841,12.156579272985,11.6449873601245,12.5397767688557,11.0473079871667,11.7074928685444,12.1451743090813,10.8641319651751,12.0829207566179,12.0003909117552,10.6648205769258,11.8602994139765,11.7263544168919,11.5839759461684,11.4353264731454,12.0269798318421
"31506_s_at",6.81475548280987,6.05103270651559,6.8454147779351,7.0173429327157,5.89102054352235,6.62136765869672,6.22866094721462,6.02280055663243,5.9882688580436,6.85338441763641,6.04679442730764,6.51354601415121,6.09236814212568,6.12578952960961,10.0422886534815,5.83386160779748,6.47528434250763,6.79799865563845,6.88517166155296,5.84765873527375,6.91697815652856,6.55916750687931,6.3177852241739,6.54549583380525,6.43197222612511,6.77881307775852
"31507_at",6.51427378254596,5.55385503931001,6.8678470557822,7.12607460801479,5.62811157636744,5.62203717273187,6.27842157978608,5.81227487269184,4.90049974932994,6.40314669723964,5.58217962487389,5.68180342989737,5.2041681114455,5.44507776835455,6.20757078555206,5.72491215931561,7.20081034911645,6.35402011959809,6.80312368781632,5.55094067056795,6.22544075622104,6.16552810688778,5.84127373530873,5.65420064840535,5.10911395951339,6.75610259447626
"31508_at",9.30789067826559,10.5201963186231,9.29629220382419,10.9735323544525,10.9125825064223,10.2103547683705,9.51354601415121,10.9581031625195,11.2696234699358,9.58380111471635,10.7069190084516,10.2484257266824,11.0057789149181,9.42130325968651,10.2491253071847,11.2451902043847,9.67735495834458,9.42094129801426,10.8223079194398,11.2858183208814,9.77103546084418,9.43912858070896,10.3126901293822,10.8938854690206,10.1585087086497,9.13650671573788
"31509_at",11.1855630619124,11.2112008435187,10.8822991456808,11.4463182710602,11.5323461838985,10.7681595075616,11.1466132223194,11.6873275636373,11.5949170510541,10.9158569765649,11.5554279415012,11.1450277905172,11.0732311267835,11.4930698570217,10.511900868247,11.6193992541593,11.4744106920286,10.8202427970667,11.7293318357616,12.0708186375333,10.7285838056509,10.6124262241297,11.2711887030105,11.5577508717625,10.8693547879135,11.4207655454988
"31511_at",11.456010386307,11.8441565100455,11.2576176655079,11.9560312342165,11.7363258199591,11.3586292251727,11.1220967577763,11.7813638120843,12.0267170798653,11.2543200349559,12.1095074805079,11.8505931733873,11.7276567303054,11.692929286429,10.9602626365306,11.8422914085891,11.8809150600556,11.0964713908983,12.112849971364,12.045254561464,11.0775434400848,10.9720894905983,11.6740554086976,11.8457762093508,11.4872773132138,12.0603412931141
